package_id,package_type,package_category,weight,weight_unit,length_cm,width_cm,height_cm,fragile_flag,insured_flag,item_description
PKG02840,Clothing,Small,2.16,KG,31,46,41,No,No,Fashion item
PKG02841,Spare Parts,Large,26.06,KG,64,47,63,1,No,Customer document
PKG02842,Clothing,Small,2.65 kg,KG,99,69,4,N,Y,Vehicle spare part
PKG02843,Electronics,Medium,4.76,KG,76,14,32,No,0,Customer document
PKG02844,Fragile Goods,Medium,12.34,KG,50,20,38,Y,Yes,Household goods
PKG02845,Fragile Goods,Medium,8.67,KG,109,70,37,N,0,Food product
PKG02846,Electronics,Medium,7.7,KG,27,32,42,Y,0,Food product
PKG02847,Parcel,Medium,11.2,KG,37,61,33,No,1,Vehicle spare part
PKG02848,Fragile Goods,Medium,7.4,KG,49,20,39,1,N,Customer document
PKG02849,Cargo,Cargo,83.34 kg,KG,49,21,66,N,N,Household goods
PKG02850,Electronics,Medium,11.59,KG,114,30,39,1,N,Food product
PKG02851,Food,Small,2.48,KG,10,75,66,0,No,Fashion item
PKG02852,Fragile Goods,Medium,11.67,KG,15,32,50,No,N,Customer document
PKG02853,Food,Small,2.57,KG,95,49,38,Y,0,Vehicle spare part
PKG02854,Food,Small,2.65,KG,28,22,4,1,Y,Customer document
PKG02855,Document,Small,2.8,KG,26,40,4,Yes,Y,Office supplies
PKG02856,Food,Small,1.01 kg,KG,114,20,48,1,Yes,Electronic accessory
PKG02857,Cargo,Cargo,46.71,KG,31,72,46,Yes,N,Fashion item
PKG02858,Clothing,Small,1.95,KG,26,18,36,Y,Y,Fashion item
PKG02859,Document,Small,2.11,KG,43,36,26,Yes,0,Fashion item
PKG02860,Electronics,Medium,3.89,KG,108,28,12,N,1,Electronic accessory
PKG02861,Parcel,Medium,7.2,KG,43,46,20,No,0,Fashion item
PKG02862,Electronics,Medium,5.36,KG,72,62,63,Y,N,Household goods
PKG02863,Document,Small,0.19 kg,KG,71,77,42,Yes,Y,Electronic accessory
PKG02864,Document,Small,0.33,KG,56,18,36,1,No,Household goods
PKG02865,Food,Small,2.13,KG,84,12,21,N,N,Food product
PKG02866,Spare Parts,Large,34.08,KG,30,34,69,Y,Y,Vehicle spare part
PKG02867,Fragile Goods,Medium,14.47,KG,79,33,50,1,1,Customer document
PKG02868,Electronics,Medium,13.11,KG,21,29,19,Yes,No,Electronic accessory
PKG02869,Food,Small,2.59,KG,115,55,31,Yes,1,Customer document
PKG02870,Food,Small,2.13 kg,KG,100,62,14,Yes,N,Vehicle spare part
PKG02871,Clothing,Small,0.65,KG,94,28,62,Yes,1,Office supplies
PKG02872,Food,Small,2.88,KG,107,10,28,0,Yes,Vehicle spare part
PKG02873,Electronics,Medium,10.85,KG,39,73,50,Yes,No,Electronic accessory
PKG02874,Fragile Goods,Medium,6.74,KG,75,16,66,N,0,Food product
PKG02875,Spare Parts,Large,18.35,KG,13,34,56,Yes,1,Food product
PKG02876,Cargo,Cargo,113.44,KG,82,24,12,No,N,Household goods
PKG02877,Food,Small,0.41 kg,KG,62,45,46,1,Y,Food product
PKG02878,Spare Parts,Large,33.67,KG,39,26,35,Y,No,Food product
PKG02879,Spare Parts,Large,26.67,KG,34,61,56,N,Yes,Household goods
PKG02880,Spare Parts,Large,31.46,KG,10,26,47,N,0,Food product
PKG02881,Fragile Goods,Medium,6.49,KG,56,71,60,1,N,Food product
PKG02882,Parcel,Medium,5.51,KG,114,9,23,No,Y,Office supplies
PKG02883,Clothing,Small,0.97,KG,15,57,49,N,1,Household goods
PKG02884,Parcel,Medium,3.66 kg,KG,58,36,13,Yes,No,Vehicle spare part
PKG02885,Spare Parts,Large,22.28,KG,103,59,18,N,Y,Customer document
PKG02886,Clothing,Small,1.09,KG,112,65,47,No,0,Food product
PKG02887,Cargo,Cargo,97.39,KG,76,60,12,1,1,Electronic accessory
PKG02888,Cargo,Cargo,101.41,KG,37,32,25,Yes,Yes,Fashion item
PKG02889,Electronics,Medium,14.81,KG,42,29,60,No,Yes,Electronic accessory
PKG02890,Food,Small,2.24,KG,14,59,48,0,N,Fashion item
PKG02891,Parcel,Medium,10.89 kg,KG,22,68,64,0,Y,Food product
PKG02892,Clothing,Small,1.36,KG,34,26,37,Yes,Y,Office supplies
PKG02893,Document,Small,2.6,KG,69,77,13,No,0,Fashion item
PKG02894,Clothing,Small,0.11,KG,118,32,51,1,No,Customer document
PKG02895,Electronics,Medium,11.22,KG,86,62,3,0,Yes,Fashion item
PKG02896,Document,Small,1.06,KG,40,38,58,Yes,0,Fashion item
PKG02897,Food,Small,1.47,KG,104,17,16,Yes,N,Food product
PKG02898,Spare Parts,Large,24.15 kg,KG,75,56,54,Y,1,Fashion item
PKG02899,Document,Small,2.76,KG,76,54,39,N,0,Food product
PKG02900,Food,Small,2.18,KG,22,67,49,No,1,Electronic accessory
PKG02901,Clothing,Small,2.05,KG,34,10,29,0,0,Customer document
PKG02902,Food,Small,0.17,KG,13,40,4,No,No,Customer document
PKG02903,Document,Small,1.61,KG,101,23,41,Yes,N,Household goods
PKG02904,Document,Small,0.87,KG,22,34,24,N,N,Household goods
PKG02905,Document,Small,2.15 kg,KG,51,27,53,Y,0,Office supplies
PKG02906,Fragile Goods,Medium,14.51,KG,85,16,44,No,1,Household goods
PKG02907,Clothing,Small,2.86,KG,51,67,34,N,Yes,Household goods
PKG02908,Spare Parts,Large,28.14,KG,22,35,55,No,N,Fashion item
PKG02909,Electronics,Medium,9.35,KG,54,58,31,Y,Y,Electronic accessory
PKG02910,Food,Small,2.88,KG,105,14,67,Yes,0,Office supplies
PKG02911,Fragile Goods,Medium,8.03,KG,97,55,70,1,Y,Office supplies
PKG02912,Fragile Goods,Medium,7.38 kg,KG,26,63,58,Y,1,Customer document
PKG02913,Fragile Goods,Medium,5.26,KG,43,72,41,Y,1,Food product
PKG02914,Food,Small,0.76,KG,51,70,67,Y,N,Office supplies
PKG02915,Food,Small,1.1,KG,22,66,5,Y,N,Household goods
PKG02916,Fragile Goods,Medium,6.58,KG,107,28,31,0,0,Fashion item
PKG02917,Fragile Goods,Medium,3.84,KG,49,49,10,No,0,Electronic accessory
PKG02918,Parcel,Medium,10.6,KG,15,52,27,1,1,Electronic accessory
PKG02919,Food,Small,0.47 kg,KG,39,29,44,Y,1,Vehicle spare part
PKG02920,Parcel,Medium,7.23,KG,29,52,15,Y,N,Household goods
PKG02921,Clothing,Small,0.72,KG,102,64,63,No,0,Fashion item
PKG02922,Parcel,Medium,5.73,KG,78,79,45,Yes,Yes,Electronic accessory
PKG02923,Fragile Goods,Medium,13.16,KG,17,78,35,Yes,0,Vehicle spare part
PKG02924,Clothing,Small,2.26,KG,13,38,39,Yes,Yes,Office supplies
PKG02925,Document,Small,2.35,KG,19,64,22,No,1,Vehicle spare part
PKG02926,Parcel,Medium,11.41 kg,KG,119,68,69,1,Y,Electronic accessory
PKG02927,Document,Small,1.27,KG,80,26,50,No,N,Fashion item
PKG02928,Fragile Goods,Medium,7.04,KG,75,50,6,0,N,Fashion item
PKG02929,Fragile Goods,Medium,7.06,KG,38,66,39,Y,No,Electronic accessory
PKG02930,Electronics,Medium,5.43,KG,111,75,14,Y,Yes,Vehicle spare part
PKG02931,Clothing,Small,2.46,KG,52,30,37,N,Y,Food product
PKG02932,Document,Small,1.47,KG,79,58,12,0,0,Fashion item
PKG02933,Clothing,Small,0.99 kg,KG,68,54,26,N,Yes,Vehicle spare part
PKG02934,Document,Small,1.25,KG,83,53,24,N,No,Fashion item
PKG02935,Document,Small,2.3,KG,99,69,64,No,0,Office supplies
PKG02936,Spare Parts,Large,35.1,KG,41,47,11,No,Y,Customer document
PKG02937,Food,Small,2.62,KG,102,23,18,1,N,Office supplies
PKG02938,Electronics,Medium,4.86,KG,58,45,12,No,Yes,Household goods
PKG02939,Cargo,Cargo,42.33,KG,75,13,52,0,1,Food product
PKG02940,Parcel,Medium,13.56 kg,KG,55,78,45,N,N,Food product
PKG02941,Cargo,Cargo,44.62,KG,13,31,69,N,Y,Electronic accessory
PKG02942,Fragile Goods,Medium,10.35,KG,64,31,48,N,1,Office supplies
PKG02943,Electronics,Medium,6.07,KG,102,58,26,0,0,Customer document
PKG02944,Electronics,Medium,13.63,KG,54,41,20,Yes,Y,Vehicle spare part
PKG02945,Clothing,Small,0.56,KG,37,29,4,1,Y,Office supplies
PKG02946,Cargo,Cargo,61.4,KG,110,24,5,Yes,1,Household goods
PKG02947,Parcel,Medium,6.17 kg,KG,57,8,38,No,N,Vehicle spare part
PKG02948,Spare Parts,Large,15.26,KG,24,24,64,N,No,Electronic accessory
PKG02949,Parcel,Medium,5.82,KG,87,41,61,0,1,Fashion item
PKG02950,Fragile Goods,Medium,9.9,KG,100,22,17,N,Y,Electronic accessory
PKG02951,Cargo,Cargo,45.92,KG,35,47,67,Yes,0,Household goods
PKG02952,Electronics,Medium,10.08,KG,69,24,39,1,N,Food product
PKG02953,Fragile Goods,Medium,12.97,KG,118,76,56,1,No,Household goods
PKG02954,Fragile Goods,Medium,9.68 kg,KG,65,47,40,N,No,Electronic accessory
PKG02955,Cargo,Cargo,48.67,KG,44,12,12,Yes,Yes,Office supplies
PKG02956,Document,Small,0.36,KG,115,62,48,N,Y,Vehicle spare part
PKG02957,Document,Small,2.31,KG,65,60,23,1,Y,Electronic accessory
PKG02958,Parcel,Medium,9.83,KG,120,29,26,0,No,Vehicle spare part
PKG02959,Food,Small,1.71,KG,27,47,52,1,Yes,Food product
PKG02960,Cargo,Cargo,119.37,KG,18,80,41,Y,0,Office supplies
PKG02961,Food,Small,0.43 kg,KG,64,80,49,Yes,N,Office supplies
PKG02962,Spare Parts,Large,25.18,KG,94,53,19,1,Yes,Customer document
PKG02963,Fragile Goods,Medium,6.53,KG,78,43,22,N,Yes,Household goods
PKG02964,Spare Parts,Large,18.98,KG,29,9,32,1,No,Vehicle spare part
PKG02965,Electronics,Medium,4.63,KG,12,30,62,Yes,N,Food product
PKG02966,Clothing,Small,2.69,KG,78,25,11,N,Y,Household goods
PKG02967,Food,Small,2.46,KG,105,20,18,No,No,Electronic accessory
PKG02968,Clothing,Small,0.4 kg,KG,66,39,32,Y,0,Household goods
PKG02969,Clothing,Small,2.37,KG,46,28,70,0,Yes,Office supplies
PKG02970,Cargo,Cargo,72.17,KG,29,23,67,Yes,N,Food product
PKG02971,Document,Small,0.57,KG,61,66,63,0,N,Customer document
PKG02972,Cargo,Cargo,49.84,KG,58,56,63,Y,Y,Food product
PKG02973,Spare Parts,Large,38.56,KG,42,45,48,No,No,Fashion item
PKG02974,Clothing,Small,1.35,KG,111,64,11,1,Y,Electronic accessory
PKG02975,Spare Parts,Large,23.57 kg,KG,104,21,31,No,Yes,Customer document
PKG02976,Parcel,Medium,8.93,KG,50,59,49,0,1,Vehicle spare part
PKG02977,Document,Small,1.27,KG,18,14,16,0,Y,Household goods
PKG02978,Food,Small,2.01,KG,24,12,34,Yes,Y,Office supplies
PKG02979,Spare Parts,Large,30.65,KG,13,64,8,1,Yes,Fashion item
PKG02980,Clothing,Small,1.37,KG,50,20,27,1,Yes,Fashion item
PKG02981,Fragile Goods,Medium,7.94,KG,66,55,26,N,N,Household goods
PKG02982,Spare Parts,Large,17.48 kg,KG,11,64,6,N,1,Household goods
PKG02983,Electronics,Medium,6.42,KG,95,22,41,Yes,Y,Electronic accessory
PKG02984,Document,Small,2.05,KG,29,20,43,0,N,Food product
PKG02985,Electronics,Medium,11.41,KG,95,60,63,Yes,No,Household goods
PKG02986,Document,Small,1.93,KG,88,12,61,N,N,Household goods
PKG02987,Cargo,Cargo,70.7,KG,27,58,42,N,0,Electronic accessory
PKG02988,Electronics,Medium,7.05,KG,112,33,4,No,Y,Vehicle spare part
PKG02989,Fragile Goods,Medium,14.98 kg,KG,39,50,47,No,Y,Office supplies
PKG02990,Document,Small,0.88,KG,88,39,51,1,No,Fashion item
PKG02991,Document,Small,0.77,KG,33,59,46,Yes,0,Fashion item
PKG02992,Food,Small,2.04,KG,99,53,19,N,N,Customer document
PKG02993,Fragile Goods,Medium,6.11,KG,43,66,46,1,No,Household goods
PKG02994,Document,Small,0.8,KG,94,19,37,1,0,Electronic accessory
PKG02995,Electronics,Medium,12.34,KG,49,48,52,0,Y,Customer document
PKG02996,Fragile Goods,Medium,13.38 kg,KG,68,76,21,Yes,Y,Office supplies
PKG02997,Food,Small,0.44,KG,98,36,41,No,0,Household goods
PKG02998,Spare Parts,Large,29.23,KG,23,75,30,0,Y,Fashion item
PKG02999,Food,Small,2.56,KG,72,9,67,Y,N,Food product
PKG03000,Cargo,Cargo,41.67,KG,102,44,38,0,1,Household goods
PKG03001,Spare Parts,Large,36.0,KG,24,32,30,N,Y,Fashion item
PKG03002,Fragile Goods,Medium,9.52,KG,35,69,8,N,1,Office supplies
PKG03003,Clothing,Small,2.73 kg,KG,72,53,19,1,1,Vehicle spare part
PKG03004,Parcel,Medium,10.7,KG,40,11,38,Y,Y,Food product
PKG03005,Parcel,Medium,5.22,KG,10,78,60,No,1,Vehicle spare part
PKG03006,Parcel,Medium,3.1,KG,83,34,45,Y,0,Food product
PKG03007,Document,Small,0.66,KG,95,43,7,0,1,Household goods
PKG03008,Cargo,Cargo,70.43,KG,36,42,27,No,Yes,Household goods
PKG03009,Cargo,Cargo,43.96,KG,115,45,46,Yes,0,Vehicle spare part
PKG03010,Clothing,Small,1.5 kg,KG,90,46,48,Y,N,Vehicle spare part
PKG03011,Clothing,Small,0.52,KG,21,73,66,N,0,Customer document
PKG03012,Food,Small,2.92,KG,12,11,65,N,No,Electronic accessory
PKG03013,Spare Parts,Large,19.32,KG,101,77,30,Y,N,Vehicle spare part
PKG03014,Document,Small,1.08,KG,30,71,59,Yes,Y,Customer document
PKG03015,Fragile Goods,Medium,7.96,KG,80,60,57,Yes,Y,Fashion item
PKG03016,Parcel,Medium,5.94,KG,75,33,63,0,1,Office supplies
PKG03017,Electronics,Medium,7.4 kg,KG,12,76,61,N,N,Customer document
PKG03018,Fragile Goods,Medium,11.52,KG,36,63,25,Yes,Yes,Vehicle spare part
PKG03019,Parcel,Medium,14.88,KG,53,54,55,N,No,Household goods
PKG03020,Parcel,Medium,9.67,KG,86,64,6,No,0,Household goods
PKG03021,Fragile Goods,Medium,9.11,KG,20,44,68,Y,Yes,Household goods
PKG03022,Electronics,Medium,5.74,KG,93,14,70,N,1,Electronic accessory
PKG03023,Parcel,Medium,3.43,KG,71,50,18,N,0,Electronic accessory
PKG03024,Spare Parts,Large,27.72 kg,KG,91,63,7,No,0,Office supplies
PKG03025,Document,Small,0.58,KG,99,11,29,0,No,Vehicle spare part
PKG03026,Electronics,Medium,5.4,KG,20,13,21,1,N,Customer document
PKG03027,Cargo,Cargo,61.12,KG,58,55,37,No,Yes,Vehicle spare part
PKG03028,Spare Parts,Large,36.46,KG,34,19,39,1,Y,Household goods
PKG03029,Spare Parts,Large,27.54,KG,38,66,10,1,1,Electronic accessory
PKG03030,Food,Small,2.45,KG,73,80,46,Y,Yes,Fashion item
PKG03031,Document,Small,0.91 kg,KG,85,22,40,No,Yes,Office supplies
PKG03032,Electronics,Medium,3.45,KG,27,28,50,No,Yes,Office supplies
PKG03033,Electronics,Medium,8.05,KG,53,40,30,N,Yes,Customer document
PKG03034,Clothing,Small,0.9,KG,41,13,55,Yes,N,Fashion item
PKG03035,Parcel,Medium,4.99,KG,11,54,42,No,1,Fashion item
PKG03036,Parcel,Medium,8.61,KG,46,11,36,N,0,Food product
PKG03037,Clothing,Small,1.19,KG,49,58,40,0,Y,Household goods
PKG03038,Document,Small,1.17 kg,KG,12,47,58,No,Y,Electronic accessory
PKG03039,Fragile Goods,Medium,11.6,KG,103,8,21,No,Y,Food product
PKG03040,Clothing,Small,1.81,KG,55,26,34,Y,1,Household goods
PKG03041,Fragile Goods,Medium,8.12,KG,90,54,44,Y,Yes,Customer document
PKG03042,Parcel,Medium,7.6,KG,80,52,11,Y,Y,Food product
PKG03043,Cargo,Cargo,80.97,KG,72,70,53,N,0,Fashion item
PKG03044,Parcel,Medium,5.62,KG,118,68,60,N,Yes,Customer document
PKG03045,Food,Small,1.91 kg,KG,105,53,48,0,Y,Fashion item
PKG03046,Food,Small,1.89,KG,89,23,22,0,No,Vehicle spare part
PKG03047,Cargo,Cargo,52.2,KG,52,22,67,Yes,Y,Household goods
PKG03048,Document,Small,1.18,KG,105,62,35,0,0,Fashion item
PKG03049,Fragile Goods,Medium,8.27,KG,76,77,34,N,Yes,Vehicle spare part
PKG03050,Document,Small,1.77,KG,92,73,51,No,0,Food product
PKG03051,Electronics,Medium,9.77,KG,113,80,15,Y,Yes,Office supplies
PKG03052,Spare Parts,Large,20.88 kg,KG,60,39,31,No,1,Household goods
PKG03053,Document,Small,2.23,KG,64,53,22,0,No,Food product
PKG03054,Food,Small,2.86,KG,57,8,57,Y,No,Food product
PKG03055,Food,Small,0.71,KG,115,19,48,1,N,Food product
PKG03056,Fragile Goods,Medium,10.75,KG,92,28,45,Y,1,Food product
PKG03057,Electronics,Medium,11.0,KG,56,65,45,Yes,Yes,Electronic accessory
PKG03058,Electronics,Medium,6.15,KG,51,21,13,N,Y,Customer document
PKG03059,Parcel,Medium,13.71 kg,KG,60,58,7,1,No,Office supplies
PKG03060,Clothing,Small,0.97,KG,56,41,41,No,Yes,Electronic accessory
PKG03061,Spare Parts,Large,22.88,KG,77,80,43,N,1,Electronic accessory
PKG03062,Document,Small,2.71,KG,13,68,30,No,1,Office supplies
PKG03063,Parcel,Medium,8.07,KG,40,62,52,N,1,Customer document
PKG03064,Food,Small,2.33,KG,71,69,31,0,Y,Vehicle spare part
PKG03065,Electronics,Medium,6.4,KG,41,73,13,Yes,Y,Electronic accessory
PKG03066,Electronics,Medium,6.09 kg,KG,79,8,17,No,No,Household goods
PKG03067,Fragile Goods,Medium,10.23,KG,80,16,63,Y,No,Office supplies
PKG03068,Spare Parts,Large,37.9,KG,16,58,32,0,0,Food product
PKG03069,Parcel,Medium,6.68,KG,118,33,57,1,Yes,Food product
PKG03070,Food,Small,2.82,KG,59,41,8,1,Y,Fashion item
PKG03071,Fragile Goods,Medium,9.45,KG,86,78,18,0,No,Office supplies
PKG03072,Electronics,Medium,12.81,KG,117,56,50,0,Yes,Food product
PKG03073,Fragile Goods,Medium,14.24 kg,KG,104,18,19,0,No,Fashion item
PKG03074,Cargo,Cargo,50.73,KG,29,11,42,0,N,Vehicle spare part
PKG03075,Spare Parts,Large,35.9,KG,95,76,18,N,1,Office supplies
PKG03076,Clothing,Small,1.93,KG,45,66,19,Y,Yes,Household goods
PKG03077,Fragile Goods,Medium,12.21,KG,36,70,36,No,Yes,Food product
PKG03078,Food,Small,0.14,KG,112,23,13,N,Y,Office supplies
PKG03079,Parcel,Medium,14.1,KG,78,37,62,0,N,Electronic accessory
PKG03080,Electronics,Medium,6.82 kg,KG,82,42,19,Yes,N,Fashion item
PKG03081,Clothing,Small,0.66,KG,16,61,49,0,0,Fashion item
PKG03082,Cargo,Cargo,73.68,KG,46,71,17,Yes,Yes,Household goods
PKG03083,Food,Small,2.71,KG,102,9,29,Y,No,Electronic accessory
PKG03084,Cargo,Cargo,63.28,KG,16,20,21,N,Y,Food product
PKG03085,Spare Parts,Large,30.48,KG,20,76,46,1,1,Customer document
PKG03086,Parcel,Medium,9.44,KG,13,16,11,Yes,Y,Customer document
PKG03087,Parcel,Medium,13.81 kg,KG,73,22,65,Yes,No,Electronic accessory
PKG03088,Food,Small,1.49,KG,32,33,56,Y,1,Household goods
PKG03089,Cargo,Cargo,53.97,KG,19,54,46,0,Yes,Electronic accessory
PKG03090,Cargo,Cargo,105.73,KG,80,11,33,Yes,Yes,Food product
PKG03091,Fragile Goods,Medium,5.99,KG,67,44,61,No,1,Electronic accessory
PKG03092,Electronics,Medium,9.15,KG,62,45,58,Yes,1,Electronic accessory
PKG03093,Cargo,Cargo,77.59,KG,46,75,39,1,N,Customer document
PKG03094,Electronics,Medium,8.25 kg,KG,42,14,11,No,No,Office supplies
PKG03095,Cargo,Cargo,44.49,KG,39,51,42,0,N,Customer document
PKG03096,Food,Small,2.94,KG,93,54,12,0,Y,Electronic accessory
PKG03097,Parcel,Medium,11.74,KG,47,20,50,Y,No,Household goods
PKG03098,Document,Small,1.61,KG,69,56,33,Y,No,Household goods
PKG03099,Electronics,Medium,10.55,KG,57,49,35,0,N,Customer document
PKG03100,Spare Parts,Large,34.52,KG,56,26,70,0,0,Fashion item
PKG03101,Food,Small,2.76 kg,KG,95,66,4,N,N,Electronic accessory
PKG03102,Spare Parts,Large,30.31,KG,66,44,24,No,Yes,Vehicle spare part
PKG03103,Spare Parts,Large,15.34,KG,35,8,14,No,Yes,Food product
PKG03104,Cargo,Cargo,94.21,KG,92,43,6,Y,Y,Fashion item
PKG03105,Food,Small,2.48,KG,65,37,28,Yes,0,Food product
PKG03106,Fragile Goods,Medium,8.72,KG,55,13,37,1,No,Office supplies
PKG03107,Fragile Goods,Medium,9.05,KG,45,59,13,No,No,Household goods
PKG03108,Spare Parts,Large,20.68 kg,KG,72,24,50,Y,0,Office supplies
PKG03109,Document,Small,1.75,KG,34,18,22,0,Y,Fashion item
PKG03110,Cargo,Cargo,96.23,KG,68,54,59,Yes,1,Customer document
PKG03111,Clothing,Small,2.68,KG,36,57,50,Yes,N,Customer document
PKG03112,Cargo,Cargo,110.58,KG,42,59,17,0,Y,Vehicle spare part
PKG03113,Document,Small,1.7,KG,104,43,40,N,1,Office supplies
PKG03114,Document,Small,1.37,KG,109,37,48,0,N,Food product
PKG03115,Food,Small,1.77 kg,KG,63,68,17,N,Y,Household goods
PKG03116,Parcel,Medium,7.95,KG,96,38,37,N,Y,Office supplies
PKG03117,Fragile Goods,Medium,7.6,KG,86,67,68,1,No,Food product
PKG03118,Clothing,Small,0.61,KG,39,49,33,Y,1,Household goods
PKG03119,Parcel,Medium,7.99,KG,19,70,57,1,N,Office supplies
PKG03120,Electronics,Medium,14.78,KG,45,76,58,Y,Y,Vehicle spare part
PKG03121,Document,Small,2.18,KG,96,44,59,0,Y,Customer document
PKG03122,Electronics,Medium,9.08 kg,KG,30,15,27,N,Y,Food product
PKG03123,Document,Small,1.51,KG,104,32,15,1,Yes,Food product
PKG03124,Spare Parts,Large,25.41,KG,69,80,22,1,No,Food product
PKG03125,Spare Parts,Large,39.34,KG,50,32,26,N,N,Office supplies
PKG03126,Parcel,Medium,10.64,KG,111,35,17,1,Yes,Household goods
PKG03127,Fragile Goods,Medium,12.14,KG,91,64,45,0,1,Electronic accessory
PKG03128,Electronics,Medium,13.98,KG,84,33,59,0,Y,Vehicle spare part
PKG03129,Clothing,Small,0.94 kg,KG,76,51,24,Y,Y,Electronic accessory
PKG03130,Parcel,Medium,4.81,KG,57,75,33,N,0,Household goods
PKG03131,Electronics,Medium,10.75,KG,26,39,21,No,No,Fashion item
PKG03132,Cargo,Cargo,58.24,KG,22,14,41,No,Yes,Household goods
PKG03133,Clothing,Small,2.71,KG,110,18,31,0,Y,Food product
PKG03134,Spare Parts,Large,16.21,KG,78,63,20,Yes,1,Electronic accessory
PKG03135,Parcel,Medium,6.22,KG,31,52,40,Yes,1,Customer document
PKG03136,Cargo,Cargo,85.9 kg,KG,109,74,9,No,Y,Vehicle spare part
PKG03137,Electronics,Medium,14.61,KG,116,79,46,0,N,Fashion item
PKG03138,Cargo,Cargo,81.68,KG,108,31,44,0,Y,Fashion item
PKG03139,Food,Small,1.69,KG,94,27,25,0,Y,Electronic accessory
PKG03140,Clothing,Small,1.27,KG,70,9,27,No,0,Food product
PKG03141,Food,Small,1.6,KG,16,34,21,1,Y,Customer document
PKG03142,Fragile Goods,Medium,13.98,KG,97,21,47,N,No,Electronic accessory
PKG03143,Cargo,Cargo,99.74 kg,KG,59,47,40,Y,N,Food product
PKG03144,Electronics,Medium,6.34,KG,95,28,52,No,0,Electronic accessory
PKG03145,Parcel,Medium,3.36,KG,40,20,15,Yes,1,Vehicle spare part
PKG03146,Parcel,Medium,11.31,KG,38,76,51,Y,1,Vehicle spare part
PKG03147,Fragile Goods,Medium,5.77,KG,56,18,35,N,0,Vehicle spare part
PKG03148,Spare Parts,Large,20.74,KG,99,58,65,Yes,1,Food product
PKG03149,Cargo,Cargo,69.53,KG,76,34,26,1,1,Office supplies
PKG03150,Electronics,Medium,3.3 kg,KG,110,76,28,1,Yes,Fashion item
PKG03151,Electronics,Medium,11.03,KG,47,80,6,N,1,Office supplies
PKG03152,Document,Small,0.25,KG,97,21,24,No,0,Fashion item
PKG03153,Spare Parts,Large,19.16,KG,85,78,13,0,1,Food product
PKG03154,Clothing,Small,0.28,KG,100,22,10,Y,Yes,Fashion item
PKG03155,Spare Parts,Large,39.96,KG,52,26,30,1,0,Fashion item
PKG03156,Spare Parts,Large,16.09,KG,106,36,51,N,Yes,Vehicle spare part
PKG03157,Food,Small,2.11 kg,KG,57,26,49,No,Yes,Household goods
PKG03158,Electronics,Medium,7.45,KG,83,79,11,0,1,Electronic accessory
PKG03159,Parcel,Medium,6.72,KG,74,78,62,Y,N,Electronic accessory
PKG03160,Electronics,Medium,7.53,KG,90,58,66,Yes,N,Fashion item
PKG03161,Parcel,Medium,6.77,KG,50,64,69,1,No,Fashion item
PKG03162,Spare Parts,Large,35.42,KG,109,73,10,1,N,Vehicle spare part
PKG03163,Food,Small,1.98,KG,30,19,27,N,No,Electronic accessory
PKG03164,Electronics,Medium,7.22 kg,KG,11,11,35,Y,No,Food product
PKG03165,Clothing,Small,0.78,KG,47,27,28,No,0,Food product
PKG03166,Cargo,Cargo,89.28,KG,84,24,61,1,1,Food product
PKG03167,Clothing,Small,1.42,KG,46,17,40,No,Yes,Household goods
PKG03168,Cargo,Cargo,107.54,KG,103,52,69,N,N,Electronic accessory
PKG03169,Spare Parts,Large,15.93,KG,52,30,22,N,1,Vehicle spare part
PKG03170,Food,Small,0.2,KG,78,67,61,No,N,Electronic accessory
PKG03171,Cargo,Cargo,62.22 kg,KG,84,75,46,0,0,Household goods
PKG03172,Cargo,Cargo,110.9,KG,20,72,41,0,Y,Office supplies
PKG03173,Fragile Goods,Medium,13.97,KG,39,21,3,0,No,Customer document
PKG03174,Electronics,Medium,7.52,KG,52,49,31,0,No,Customer document
PKG03175,Fragile Goods,Medium,13.02,KG,44,74,41,N,Yes,Food product
PKG03176,Clothing,Small,1.47,KG,97,65,23,0,No,Food product
PKG03177,Clothing,Small,0.71,KG,32,75,64,Yes,Y,Office supplies
PKG03178,Cargo,Cargo,60.94 kg,KG,103,38,32,0,No,Household goods
PKG03179,Spare Parts,Large,17.73,KG,82,66,63,1,0,Office supplies
PKG03180,Document,Small,2.36,KG,34,23,52,N,1,Customer document
PKG03181,Spare Parts,Large,33.74,KG,92,31,67,N,No,Electronic accessory
PKG03182,Document,Small,2.78,KG,54,34,38,1,Y,Fashion item
PKG03183,Cargo,Cargo,58.29,KG,82,70,39,0,N,Customer document
PKG03184,Spare Parts,Large,27.51,KG,69,79,13,N,No,Office supplies
PKG03185,Electronics,Medium,5.08 kg,KG,80,49,62,Yes,Yes,Vehicle spare part
PKG03186,Spare Parts,Large,23.91,KG,43,47,24,No,Y,Fashion item
PKG03187,Electronics,Medium,7.5,KG,19,56,40,N,0,Food product
PKG03188,Cargo,Cargo,45.31,KG,63,24,62,0,N,Electronic accessory
PKG03189,Parcel,Medium,3.4,KG,110,28,18,0,Y,Customer document
PKG03190,Parcel,Medium,6.09,KG,75,74,33,1,No,Food product
PKG03191,Clothing,Small,0.31,KG,55,59,28,1,0,Office supplies
PKG03192,Document,Small,0.36 kg,KG,71,79,40,No,No,Food product
PKG03193,Document,Small,0.47,KG,23,51,35,1,1,Customer document
PKG03194,Clothing,Small,0.63,KG,102,39,25,N,Yes,Household goods
